,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Net Business Purchase And Sale,-164000000.0,6000000.0,-2000000.0,-2000000.0,0.0,,
Purchase Of Business,,,-2000000.0,-2000000.0,0.0,-9000000.0,-7000000.0
Net PPE Purchase And Sale,-23734000000.0,-6588000000.0,-4887000000.0,-4084000000.0,-3962000000.0,,
Purchase Of PPE,-23734000000.0,-6588000000.0,-4887000000.0,-4084000000.0,-3962000000.0,,
Operating Cash Flow,43975000000.0,10162000000.0,9856000000.0,7531000000.0,8498000000.0,,
Cash Flow From Continuing Operating Activities,43975000000.0,10162000000.0,9856000000.0,7531000000.0,8498000000.0,,
Taxes Refund Paid,-9485000000.0,-1338000000.0,-882000000.0,-1111000000.0,-1670000000.0,,
Change In Working Capital,-9826000000.0,267000000.0,-1839000000.0,-1836000000.0,-1048000000.0,,
Change In Other Working Capital,-5714000000.0,-234000000.0,-339000000.0,-979000000.0,-845000000.0,,
Change In Other Current Liabilities,2600000000.0,-741000000.0,-80000000.0,29000000.0,-60000000.0,,
Change In Other Current Assets,-3526000000.0,199000000.0,-135000000.0,-194000000.0,379000000.0,,
Change In Payables And Accrued Expense,2169000000.0,737000000.0,-382000000.0,-148000000.0,-335000000.0,,
Change In Payable,2169000000.0,737000000.0,-382000000.0,-148000000.0,-335000000.0,,
Change In Account Payable,-1503000000.0,1208000000.0,-58000000.0,457000000.0,-539000000.0,,
Change In Tax Payable,3672000000.0,-471000000.0,-324000000.0,-605000000.0,204000000.0,,
Change In Income Tax Payable,3672000000.0,-471000000.0,-324000000.0,-605000000.0,204000000.0,,
Change In Inventory,-4098000000.0,303000000.0,-307000000.0,-494000000.0,-359000000.0,,
Change In Receivables,-1257000000.0,3000000.0,-596000000.0,-50000000.0,172000000.0,,
Other Non Cash Items,1210000000.0,-576000000.0,469000000.0,1006000000.0,294000000.0,,
Provisionand Write Offof Assets,-43000000.0,41000000.0,2000000.0,57000000.0,-20000000.0,,
Asset Impairment Charge,85000000.0,1767000000.0,-273000000.0,190000000.0,266000000.0,,
Deferred Tax,16375000000.0,80000000.0,2230000000.0,1654000000.0,3111000000.0,,
Deferred Income Tax,16375000000.0,80000000.0,2230000000.0,1654000000.0,3111000000.0,,
Depreciation Amortization Depletion,21614000000.0,4092000000.0,4111000000.0,3697000000.0,3247000000.0,,
Depreciation And Amortization,,7598000000.0,605000000.0,3697000000.0,3247000000.0,5857000000.0,
Amortization Cash Flow,,42000000.0,40000000.0,43000000.0,29000000.0,34000000.0,
Amortization Of Intangibles,,42000000.0,40000000.0,43000000.0,29000000.0,34000000.0,
Depreciation,,7556000000.0,565000000.0,3654000000.0,3218000000.0,5823000000.0,
Operating Gains Losses,-8716000000.0,2914000000.0,-15000000.0,-883000000.0,-1677000000.0,,
Pension And Employee Benefit Expense,2837000000.0,452000000.0,448000000.0,430000000.0,417000000.0,,
Earnings Losses From Equity Investments,-53000000.0,217000000.0,-36000000.0,-47000000.0,-82000000.0,,
Net Foreign Currency Exchange Gain Loss,-8928000000.0,2183000000.0,-417000000.0,-1252000000.0,-1955000000.0,,
Net Income From Continuing Operations,32761000000.0,2915000000.0,6053000000.0,4757000000.0,5995000000.0,,
