,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Asset Impairment Charge,49267000.0,57243000.0,61573000.0,59730000.0,79354000.0,,
Deferred Tax,1100689000.0,1451652000.0,447633000.0,679939000.0,1120676000.0,,
Deferred Income Tax,1100689000.0,1451652000.0,447633000.0,679939000.0,1120676000.0,,
Depreciation Amortization Depletion,1603492000.0,1817099000.0,1599347000.0,1702403000.0,1713251000.0,,
Depreciation And Amortization,1603492000.0,1817099000.0,1599347000.0,1702403000.0,1713251000.0,,
Depreciation,1603492000.0,1817099000.0,1599347000.0,1702403000.0,1713251000.0,,
Operating Gains Losses,789648000.0,740767000.0,-179136000.0,668237000.0,145032000.0,,
Earnings Losses From Equity Investments,352000.0,-113930000.0,5392000.0,5457000.0,-2719000.0,,
Gain Loss On Investment Securities,597960000.0,452421000.0,185756000.0,164803000.0,-307580000.0,,
Net Foreign Currency Exchange Gain Loss,306090000.0,393061000.0,524053000.0,527465000.0,487921000.0,,
Gain Loss On Sale Of PPE,-28451000.0,-13252000.0,-9870000.0,-29488000.0,-32590000.0,,
Gain Loss On Sale Of Business,-86303000.0,22467000.0,-884467000.0,,0.0,,
Net Income From Continuing Operations,3885567000.0,4529465000.0,4863720000.0,2790566000.0,3804649000.0,,
